polygon_id,rentdemand1,rentdemand2,rent_act,newconstr_type,newconstr_amt,homebuy,homebuild,desirability,notes,source,date,no193,name,sec_grade,area_num,desc_terrain,favor_influences,detr_influences,inhab_type,fam_income,predom_eth,pct_predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,data5_g_3,build_type,build_constr,build_age,build_repair,price1929,lowrent_predom,lowrent_pct,yr_current,currentprice,currentprice_predom,currentprice_pct,currentrent,currentrent_predom,currentrent_pct,peakprice,price1929_predom,peakprice_rel1929,peakrent,peakrent_rel1929,rent1929,rent1929_predom,yr_low,lowprice,data7__60,lowprice_predom,lowprice_pct,lowrent,pct_landocc,pct_homeocc,pct_homeown,salesdemand1,salesdemand2,sales_act
4317,Good,""" at $30",Good,"Singles at $3,000",6,Fair,Fair,,Cheap four-room frames; better along Court St. and Lapeer Road. A large part of this area is outside the city limits.,,"July 23, 1937",,"Flint, Michigan",Fourth,D-21,,,,Laboring,"$1,500",Yes,10,None,,,Few,Slowly,,,One family units,Frame,10 years,Fair,$2000 to 4000,,60,,1000 to 2500,,65,20 to 30,,80,1929,,,1929,,$20 to 35,,1933,1000 to 2000,,,50,10 to 20,5,100,50,Fair,"Singles at $2,500",Fair
4318,Good,""" at $20",Good,"Singles at $2,500",12,Fair,Fair,Cheaply constructed neighborhood,Area outside the city limits.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-5,,,,Laboring class,"1,500",None,,None,,,Few,,,,One family units,Frame,10 years,Good,$1500 to 3500,,66,,1000 to 2800,,80,15 to 25,,80,1929,,,1929,,$15 to 30,,1933,1000 to 2200,,,60,10 to 20,20,100,75,Fair,"Singles at $2,500",Fair
4319,Good,Singles at $35,Good,Singles,6,Good,Good,,"Nearer to a ""B"" rating than to a ""D"".",,"July 22nd, 1937",,"Flint, Michigan",Third,C-9,Flat,,,Factory workers,"$1,500",None,,None,,None,Few if any,Yes,,,One family units,Frame,12 years,Good,$3500 to 4500,,60,,2500 to 3500,,85,35 to 40,,100,1926,,115,1926,115,$35 to 40,,1933,2000 to 2500,,,55,20 to 25,50,100,95,Good,"Singles at $3,000",Good
4320,Owner area,,,Brick veneer,3,Good,Good,Developing.,On Miller Road the houses do not face the street. The change of grading at Miller Road is as abrupt as though there was a high brick wall along that street.,,July 20th 1937,,"Flint, Michigan",First,A-1,Sloping,,,Executive,"10,000 and up",None,,None,,None,None,Slowly,,,One family units,"Frame, solid brick stone & brick veneer",10 years or less,Excellent,"$15,000 up",,,,"12,000",,80,,,,1929,,,,,Owner area,,1933,"10,000",,,66,,30,100,100,Slow,"Singles at $12,000",Slow
4321,Owner area,,,,None,Good,Good,Will hold up.,"North of Miller Road—the western extremity to garden Street, the homes range from $3,500 to $7,500. East of Garden Street on Garden, Crescent and South Streets, the homes are worth upward of $12,000. South of Miller Road the values range from $7,500 to $12,000.",,"July 21st, 1937",,"Flint, Michigan",Second,B-4,"Rolling. The east end is known as ""Knob Hill"".",,,Executive class,"$4,000",None,,None,,None,None,Slowly,,,One family units,Brick,10 years and less,Excellent,"$8000 to 12,000",,,,"7000 to 10,000","7,000",80,,,,1929,"$9,000",,1929,,Owner area,,1933,"6000 to 8,000",,"6,000",66,,50,100,100,Good,"Singles at $7,500",Good
4322,Good,""" at $25",Good,,None,Fair,Fair,,"Old downtown center. various types of structures. The northernmost strip lying along Bluff ranges from $1,000 to $2,500.",,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-8,,,,Laboring class,"$1,500",None,,none,,,A few,,,,One family units,Frames,30 years,Fair,$2500 to 6000,,45,,1500 to 3500,,55,20 to 35%,,60,1926,,115,1926,115,$25 to 55,,1933,1000 to 2500,,,45,15 to 25,85,100,50,Very slow,"Singles at $2,000",Very slow
4323,Good,""" at $35",Good,,None,Fair,Fair,,Old downtown center. Mixed values. Age and obsolescence of structures.,,"July 23rd, 1937",,"Flint, Mich",Fourth,D-6 & D-7,,,,Laboring class,"$1,500",None,,none,,None,Few if any,,,,One family units,Frames,35 years,Fair,$3500 to 6000,,45,,2500 to 4500,,75,25 to 35,,65,1926,,115,1926,115,$35 to 55,,1933,1800 to 3500,,,55,20 to 25,95,100,60,Slow,"Singles at $3,000",Slow
4324,Good,""" at $35",Good,,None,Fair,Fair,,Old downtown center. Mixed values. Age and obsolescence of structures.,,"July 23rd, 1937",,"Flint, Mich",Fourth,D-6 & D-7,,,,Laboring class,"$1,500",None,,none,,None,Few if any,,,,One family units,Frames,35 years,Fair,$3500 to 6000,,45,,2500 to 4500,,75,25 to 35,,65,1926,,115,1926,115,$35 to 55,,1933,1800 to 3500,,,55,20 to 25,95,100,60,Slow,"Singles at $3,000",Slow
4325,Good,""" at $35",Good,,6,Good,Good,,"Nearer to a ""B"" rating than to a ""D"".",,"July 22nd, 1937",,"Flint, Michigan",Third,C-8,Flat,,,Factory workers,"$1,500",None,,None,,None,Few if any,Yes,,,One family units,Frame,12 years,Good,$3500 to 4500,,60,,2500 to 3500,,85,35 to 40,,100,1926,,115,1929,115,$35 to 40,,1933,2000 to 2500,,,55,20 to 25,50,100,95,Good,"Singles at $3,000",Good
4326,Owner area,,,Steel construction (models),4,Good,Good,Will hold its own,,,"July 21st, 1937",,"Flint, michigan",Second,B-3,"Rolling. Called ""Glenwood.""",,,White collar,2000 to 2500,No,,None,,None,None,Slowly,,,One family units,Semi bungalows and 2 story homes,8 years,Good,$5000 to 7500,,50,,4200 to 6000,,80,40 to 50,,85,1929,,,1929,,$50 to 60,,1933,3500 to 5000,,,66,25 to 30,10,100,100,Good,Singles at $4200 to 6000,Good
4327,Good,""" at $25",Good,"Single frames $3,000",6,Fair,Fair,,Laborers home. Depend upon factory employment. Area is outside the city limits.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-4,,,,Laboring class,"1,500",Yes,5,None,,None,A few,Slowly,,,One family frames,Frames,10 years ,Fair,$1500 to 4000,,56,,1000 to 3000,,75,15 to 30,,84,1929,,,1929,,$15 to 35,,1933,1000 to 2000,,,50,10 to 20,33,100,70,Good,"singles at $2,500",Good
4328,Good,""" at $35",Good,"Single, frames at $3,500",12,Good,Good,Depends upon factory employment.,,,"July 22, 1937",,"Flint, Michigan",Third,C-5,,,,Factory labor,"$1,600",None,,None,,None,Few- if any,Slowly,,,One family units,Frame,10 years,Good,$2000 to 5000,,62 1/2,,1500 to 3500,,70,30 to 35,,85,1929,,,1929,,$35 to 40,,1933,1000 to 2500,,,50,20 to 25,50,100,75,Fair,"Singles at $3,000",Fair
4329,Good,""" at $15 to 20",Good,,None,Fair,Fair,Cheap construction,Area outside the city limits.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-3,,,,Factory labor,"1,200 to 1,400",Few,10,None,,None,A few,,,,One family units,Frame,10 years,Fair,$1500 to 3500,,72,,1000 to 2200,,67,15 to 20,,80,1929,,,1929,,$15 to 25,,1933,"1,000 to 1800",,,45,10 to 18,33,100,50,Fair,"Singles at $2,000",Fair
4330,Good,""""" $20",Good,,None,Fair,Fair,Workers homes. Depends upon work available.,,,"July 22, 1937",,"Flint, Michigan",Third,C-2,Flat,,,Factory workers,"$1,600",Yes,5,None,,None,A few,,,,One family units,Frame,10 years,Fair,$1800 to 2500,,60,,1500 to 2000,,80,15 to 25,,100,1929,,,1929,,$15 to 25,,1933,1000 to 1500,,,60,10 to 15,33,100,80,Slow,"Singles at $1,800",Slow
4331,Good,""" "" $30 to 45",Good,"Singles, brick veneer at $6,000",35,Good,Good,Well kept up.,"At the southern extreme of the area, Nolen to Thomas St. there are homes at above $12,000. From Nolen to Frank St. there are homes worth from $7500 to $10,000. Along the south side of Welch Avenue from Lavender St. to Dupont, there are homes of $7500 to $12,000 values. Between Welch and Stockdale, from Chevrolet to Detroit there are $8,000 to $10,000 homes. Along both sides of Hamilton St. Forest Hill St. to Detroit, there are $8,000 to 10,000 homes. Practically this entire area of 3,200 houses was built by a subsidiary of general Motors to house Company employees. The HOLC has 70 mortgages taken from the General Motors subsidiary. Information from R.W Cross Housing Division of General motors Corporation.",,"July 20th, 1937",,"Flint, Michigan",Second,B-2,"Flat. From Detroit St. to Dupont, the area is called ""Indian Village"". West of Dupont- the ""Highlands.""",,,Factory workers,$1600 to 2000,Few,,None,,None,Few- if any,Slowly,,,One family units,Frame predominates,12 years,Well kept up,$4500 to 6000,,50,,3500 to 5000,,85,30 to 45,,75,1923-6,,100 still held up in 1929,1923-6,100 still held up in 1929,$50 to 60,,1933,2750 to 3000,,,50,25 to 30,90,100,90,Good,Singles at $3500 to 5000,Good
4332,Good,""""" $40",Good,,None,Good,Good,,"The nearer to Detroit Avenue the property, the more desirableit is for walking distance to work. ",,"July 22, 1937",,"Flint, Michigan",Third,C-6,Flat,,,Factory workers,"$1,600",None,,None,,None,Few- if any,,,,One fmaily units,Frame- chiefly,35 year,Good,$3500 to 6000,,60,,3000 to 5000,,85,30 to 50,,85,1926,,115,1926,115,$35 to 60,,1932,3500 to 4000,,,66,25 to 35,90,100,85,Good,"Singles at $4,000",Good
4333,Good,""""" $35",Good,,None,Fair,Fair,Old on Saginaw-- better toward Detroit Ave.,,,"July 22nd, 1937",,"Flint, Michigan",Third,C-7,Flat,,,Factory workers- laboring class,"$1,400",No,,None,,None,Few if any,,,,"Singles, with a few 2 adn 4 family units",Frame,35 years,Fair,$3000 to 5000,,60,,2500 to 4000,,80,35 to 45,,90,1926,,115,1926,115,$35 to 50,,1933,2000 to 3000,,,60,20 to 30,95,100,60,Slow,"Singles at $3,000",Slow
4334,Good,""" $35",Good,,None,Good,Good,Depends upon employment,Walking distance from the Buick plant. ,,"July 22, 1937",,"Flint, Michigan",Third,C-4,Flat,,,Factory workers,"$1,500",None,,None,,,A few,,,,One family units,Frame,30 years,Fair,$4000 to 5000,,66,,3000 to 4500,,90,30 to 40,,90,1926,,115,1926,115,$35 to 45,,1933,2000 to 4500,,,90,20 to 30,95,100,80,Good,"Singles at $3,500",Good
4335,Good,""""" $30-35",Good,"Singles at $3,500",5,Good,Good,Depends upon employment.,,,"July 22, 1937",,"Flint, Michigan",Third,C-3,Flat,,,Factory workers,"$1,600",Yes,10,None,,None,A few,,,,One family units,Frame,15 years,Fair,$3500 to 5000,,66,,2500 to 4000,,80,30 to 35,,90,1926,,115,1926,115,$35 to 45,,1932,2000 to 3000,,,60,20 to 30,80,100,75,Good,"Singles at $3,000",Good
4336,Good,Singles at $3500 to 5000,good,None,None,,,"Trend is toward a ""C"" grading.",,,"July 20, 1937",,"Flint, Michigan",Second,B-1,"Flat. Known as ""Boulevard Heights"".",,,Factory workers,"$2,000",Few,,None,,None,None,Slowly,,,One Family units,Frame,15 years,Good,$5500 to 6000,,50,,3500 to 5000,,85,35 to 50,,85,1926,,115,1926,115,$40 to 60,,1933,3500 to 4000,,,66,20 to 30,50,100,85,Fair,Singles at $3500 to 5000,limited
4337,Good,""" "" 22.50 $25",Good,,None,Fair,Fair,"Laborers homes, in slow decline.","Immediately north of Area B-1 and as far up as Ridgeway Street, the homes have an average age of perhaps 16 years with a current range in value of $2,500 to $4,000. Decline will be slow if employment holds well at the Buick and Chevrolet factories.",,"July 22, 1937",,"Flint, Michigan",Third,C-1,,,,Factory laboring class,"$1,500",None,,None,,,A few.,Slowly,,,One family units,Frame,10 years,Fair,$2500 to 4000,,60,,1500 to 2500,,62,18 to 25,,75,1929,,,1929,,$25 to 35,,1933,1000 to 2000,,,50,10 to 20,50,100,75,Slow8,"Singles at $2,000",Slow8
4338,Good,""" at $22.50",Good,,Few if any,Fair,Fair,,"Cheap construction with a few houses in about $4,000 class on Saginaw and Carpenter Road. This area is north of the City line.",,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-1,,,,Factory labor,"1,500",Yes,10,No,,None,few,,,,One family units,"Fra,es",10 years,Fair,$1500 to 3500,,66,,1000 to 2800,,80,15 to 25,,85,1929,,,1929,,$15 to 30,,1933,1000 to 2000,,,55,10 to 20,20,100,70,Fair,"Singles at $2,500",Fair
4339,Good,""" at $15 to 20",Good,,None,Fair,Fair,,Cheap construction. Laborers homes. Area outside the city limits.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-2,,,,Factory labor,"1,200 to 1,400",Few,10,None,,None,A few,,,,One family units,Frame,10 years,Fair,$1500 to 3500,,72,,1000 to 2500,,70,15 to 20,,80,1929,,,1929,,$15 to 25,,1933,1000 to 1800,,,45,10 to 18,33,100,50,Fair,"Singles at $2,000",Fair
4340,Good,""" at $25",Good,,None,Fair,Fair,A matter of continuing factory employment.,,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-9,,,,Laboring class,"$1,500",Yes,10,None,,,A few,,,,One family units,Frames,12 years,Fair,$2000 to 4000,,55,,1500 to 3500,,85,20 to 30,,85,1926,,115,1926,115,$20 to 35,,1933,1000 to 2500,,,60,10 to 20,33,100,50,Fair,"Singles at $2,500",fair
4341,Good,""" at $30",Good,,None,Fair,Fair,,Above Stweart construction is cheap; sparsely settled.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-11,,,,Laboring class,"$1,500",Yes,30,Yes,25,,Many,,,,One family units,Frame,25 years,"Fair- below Taylor St. rather good, north of Taylor St.","$2,000 to 4500",,66,,1500 to 3000,,75,20 to 40,,80,1926,,115,1926,115,$20 to 50,,1933,1000 to 2000,,,45,15 to 30,90,100,50,Fair,"Singles at $3,000",Fair
4342,Good,""""" $35",Good,,None,fair,Fair,,Old section obsolete toward the south end. No uniformity to construction. Wide variation in values.,,"July 23rd, 1937",,"Flint, Michigan",Fourth,D-10,,,,Small business men and laboring class,"1,500",Yes,25,None,,,A few,,,,One family units,90% Frame,35 years,Good,$2500 to 7500,,50,,1500 to 5000,,75,25 to 50,,80,1926,,115,1926,115,$25 to 60,,1933,1000 to 3500,,,40,15 to 30,100,100,35,Fair,"Singles at $2,500",fair
44,Owner occupancy,,---------,Single brick,8,Good,Good,Probably upward,Small fine area well restricted.,,,,"Richmond, Virginia",A,7,Rolling,Restrictions and good schools.,None.,Best people,"$5,000 - 15,000",,0,,0,0,0,Yes,No,,Single,Brick,New - 5 years or less,Excellent,Not built,,,1937,,"$10,000 - 20,000",,,,,,,,,,Owner occupancy,,1932,"$10,000 - 20,000",,,,None for rent,30%,100%,100%,Good,"$12,000 to 15,000",Fair
45,Good,$45 - $55,All filled,None,None,50% of Appraisal,No building,,Probably 75% of the houses are stucco-entirely out of favor in Richmond.,,,,"Richmond, Virginia",C,8,Rolling,,,Clerical & lower salaried,"$2,000 - $3,500",,0,0,,0,Probably none,No,No,,Singles,95% frames and stucco,10 to 30,Fairly good,"$5,000 - $9,000",,,1937,,"$6,000",,$45 - $55,,,,"$7,500",,,,$60 - $70,,1933,,,"$5,000",,$40 - $50,100%,100%,40%,None,----,None
4511,Good,$40 units,Good,"Brick and frame units at $4,500 - $5,500",10,Good,Good,Static to upward,,,"June 24th, 1937",,SOUTH BEND - Indiana,SECOND,B-8,Level. Northwest section near city limits on Lincoln Highway and adjacent to Bendix Park and Bendix Aviation Corporation.,"All city facilities, schools, etc. Restricted.",Distance from central business section.,Skilled mechanics and white collar,"1,500 to 7,500",Mixed,,None,,None,"Very few, if any",Slowly,,,One family units,Frame and Brick,10 years,Good,"$4,000 to 12,000",30,50%,,"3,000 to 10,000","6,000",92%,25 to 75,45,75,1928,"$6,500",100,1928,100,$35 to 80,$60,1933,"2,000 to 7,000",,"5,000",77%,18 to 55,20,98,60,Fair,"$4,000 to $5,000 units",Fair
4513,Excellent,$45 units,Good,One family units,10,good,good,Upward,This development which is of good type was retarded by lack of transportation and easy access to good schools. This is being improved by the new school and better bus service. There is a tendency for some of the more prosperous of Polish descent to move into this section.,,"June 22nd, 1937",,SOUTH BEND - Indiana,FIRST,A-5,"Level; fairly high. ""Marquette Park.""",New school. Restricted.,Poor transportation.,Native white; white-collar,"3,000 to 15,000",Polish,5,None,,Polish,None,Slowly,,,One family units,Brick and Frame,16 years,Excellent,"$5,000 to 16,000",35,50%,,"4,500 to 14,000","8,000",80%,35 to 65,50,71%,1928,"$10,000",100,1928,100,$45 to 90,$70,1933,Nominal,,,,25 to 45,40,98,80,Fair,"$7,000 units",Fair
4514,Good,$40 units,Good,Frame and Brick,"2 at $5,500",Good,Good,Static to upward because of new school.,Development of this section has been retarded because of lack of transportation and school.,,"June 24, 1937",,SOUTH BEND - Indiana,S ECONF,B-7,"Level and high. ""Woodlawn"" addition.",New school.,Not particularly good transportation.,Native white; white-collar,"1,200 to 7,500",None,,None,,None,None,,,Yes,One family units,Frame,12 years,Good,"$4,500 to 12,000",30,54%,,"3,500 to 10,000","5,000",83%,30 to 60 ,40,72 1/2%,1928,"$6,000",100,1928,100,$40 to 70,$55,1933,"2,500 to 7,500",,"4,000",66-2/3%,20 to 50,30,98,60,Fair,"$4,800",Fair
4515,Fair,$20 units,Some,,None,None,None,Down,A few houses of somewhat better type.,,"June 28, 1937",,"SOUTH BEND, Indiana",FOURTH,D-7,Level and high. A small collection of shacks mingled with industry.,None,Age and obsolescence.,Laboring class,"750 to 1,500",Few,,None,,,Some,,,Yes,One-storyunits,Frame,25 years,Poor,"$1,200 to 3,500",15,54%,,"1,000 to 3,000","2,250",82%,10 to 30,22.5,82%,1928,"$2,750",100,1928,100,$12 to 35,$27.50,1933,"800 to 2,500",,"2,000",72%,5 to 25,75,95,40,Poor,,None
4516,Good,$25 to 40 units,Fair,,,Fair,,Static.,"West of Walnut and south of Lincolnway contains some foreigners, chiefly Polish. Portion bounded by River, Bartlett, Williams and Madison includes many business men who want proximity to business. Contains zone classifications ""A"", ""B"" and ""C"". The higher value ranges are limited to this area as well as the top rentals which are largely theoretical since none of these were for rent. ",,"June 27th, 1937",,SOUTH BEND - Indiana,THIRD,C-4,Level,All City facilities. Close to main business center.,Substantial age.,"Mixed; white-collar, mechanics, etc.","1,000 to 25,000",Few,,No,,,Some,,,Yes,"Apartments, singles and doubles",Frame and brick,25 years,Fair,"$1,200 to 25,000",25,45%,,"1,000 to 20,000","5,500",91,10 to 85,40,72 1/2%,1929,"$6,000",,1929,,$12 to 100,$55,1933,"900 to 12,000",,"4,500",75%,6 to 70,90,98,60,Slow,,
4517,Fairly good,$18 to 20 units,Good,None,None,None,None,Downward,,,"June 28, 1937",,"SOUTH BEND, Indiana",FOURTH,D-6,Level. Linden Place.,Adjacence to industry.,Age and obsolescence. Type of inhabitants; industry.,Negro and foreign-born laboring type,"500 to 1,500",Polish,22,Yes,30,Negro,Many; chiefly negro,,,Yes,One-family units,Frames: 1 1/2 & 2-story,40 years,Poor,"$1,000 to 9,000",15,66-2/3%,,"800 to 5,000","2,500",78%,10 to 35,20,88%,1929,"$3,300",,1929,,$18 to 35,$22.50,1933,"500 to 5,000",,"2,000",60%,10 to 20,90,95,60,None,,Nil
4518,Good,$15 and 20 units,Good,One-family units - frame.,"3: $3,300, 4,200, 5,000",Some,Some,Static to slowly deteriorating.,"On Olive, from Western to Huron, also on Moore fromMOnroe to Fort and Kaley from Huron to Grace are 1 1/2 and 2-story modern brick single family houses somewhat above te avergae for the district. This is the best of the foreign sections. Western section sparsely settled with a small development bounded by Western Ave., Sheridan Ave., Ford and Gladstone, developed about 10 years ago. It is in soft ground and deteriorating rapidly.",,"June 27, 1937",,"SOUTH BEND, Indiana",THIRD,C-3,Level.,All City facilities. Adjacent to industry.,Substantial age. Industry.,Laboring and skilled mechanics,"600 to 3,000",Polish,95,3 families,,,Few present,,,Yes,1 & 2-family units,Frame and Brick,25 to 30 years,Fair,"$2,300 to 6,000",18,45%,,"2,000 to 4,500","3,000",85%,10 to 37.50,25,62 1/2%,1929,"$3,500",,1929,,$10 to 50 ,$40,1933,"1,800 to 4,000",,"2,300",65%,8 to 25,70,98,70,Poor,,Little
4519,Fair,$9 to 10 units,Fair,None,None,None,None,Down,,,"June 28, 1937",,"SOUTH BEND, Indiana",FOURTH,D-5,Level. Beck's Lake,"None, except nearness to industry.",Generally very poor type in every way.,Negro laboring class,"400 to 1,000",Mixed,10,Yes,90,,Many,,,Yes,One family units. ,One-story frame cottages,35 years,Poor,"$600 to 1,500",6,50%,,"500 to 1,200",800,80%,8 to 11,9,75%,1929,"$1,000",,1929,,$10 to 15,$12,1933,300 to 500,,400,40%,5 to 7,10,95,15,None,,Nil
4521,Fair,$8 and 9 units,Fair,None,None,None,None,Down,Considerable store and residential units; dwelling units well occupied -- many stores vacant.,,"June 28, 1937",,"SOUTH BEND, Indiana",FOURTH,D-4,Level. Warsaw District.,None,Surrounded by industry. Age and obsolescence.,Laboring class,"800 to 2,000",Polish,30,No,,,Many,,,Yes,One family units,One-story frame,35 to 40 years,Fair to bad,"$700 to 1,800",7,77%,,"600 to 1,600","1,000",83%,6 to 10,8,88%,1929,"$1,200",100,1929,100,$7 to 11,$9,1933,"500 to 1,100",,900,75%,5 to 9,100,95,55,Poor,,Poor
4522,Fairly good,$18 and 20 units,Fair,,None,Very little,None,Down,"This section embraces some of the former finer homes of the City which are now used as rooming houses, as well as one-story cheaply constructed frame houses occupied by colored and foreign. Chapin Street, from Western to Sample is solid business; also Western Avenue from McPherson to LaFayette.",,"June 28, 1937",,"SOUTH BEND, Indiana",FOURTH,D-3,Level. West central.,Adjacence to industry and center of town.,Surrounded by industry.,Laboring class,"500 to 2,000",Mixed,30,Yes,20,Negro,Many,,,Yes,One family units,Frame,50 years,Fair to poor,"$800 to 8,000",18,72%,,"750 to 6,500","3,000",90%,5 to 35,22,88%,1920,"$3,300",200,1920,200,$7 to 50,$25,1933,"700 to 5,500",,"2,500",76%,40 to 30,95,98,15,No,,Nil
4523,Good,$40 units,Good,"Frames at $6,000",5,Good,Good,Static,"Lower price ranges apply to some older houses facing the Park; also, in vicinity of California and Woodward.",,June 24th 1937,,SOUTH BEND - Indiana,SECOND,B-5,Level and fairly high; overlooking the River. (Includes Vassar Park section),All city facilities; convenient to center of the City. Highly restricted.,,Native white; white collar,"1,000 to 15,000",None,,None,,None,None,,,,One-family units,Brick and Frame,20 years,Good,"$3,000 to 35,000",35,63%,,"3,000 to 20,000","5,500",91%,25 to 80,45,82%,1928,"$6,000",100,1928,100,$30 to 100,$55,1933,"2,500 to 15,000",,"5,000",83%,20 to 65,95,98,65,Fair,"$5,000 units",Fair
4524,Good,$45 units,Fair,"Brick and frame at $6,000",5,Good,Good,Static to possibly upward.,Section along River for a block in from Iroquois northwest is still undeveloped.,,"June 24th, 1937",,SOUTH BEND - Indiana,SECOND,B-6,"High and level, overlooking the River. Good residential district close-in.","Proximity to Madison School, one of best in town. Restricted.",Railroad back of Angella Avenue.,Native white; white collar,"1,200 to 7,500",None,,None,,None,None,,,Yes,One family units,Frame and Brick,17 years,Good,"$5,000 to 15,000",35,54%,,"4,500 to 12,000","6,500",81%,35 to 70,50,77%,1928,"$8,000",100,1928,100,$45 to 80,$65,1933,"3,750 to 10,000",,"5,500",69%,25 to 55,60,100,65,Fair,"$5,500 units",Fair
4525,excellent," $55   """,Good,One family units,1,Good,Good,Upward,,,"June 22nd, 1937",,SOUTH BEND - Indiana,FIRST,A-4,"""Harter Heights"". High rolling ground above River.",Proximate center. All City facilities.,Small lots,Native white; white collar; High grade,"4,000 to 15,000",None,,None,,None,None,,,Yes,One family units,Brick and Frame,18 years,Excellent,"$6,500 to 20,000",35,50%,,"6,000 to 18,000","9,000",90%,50 to 80,65,92 1/2%,1928,"$10,000",100,1928,100,$60 to 80,$70,1933,Nominal,,,,30 to 50,95,98,85,Fair,"$9,000 units",moderate
4526,Good,$30 units,Good,2-story frame,"2 at $6,000",Fair,Fair,Static,Higher value limited to Washington and Jefferson where there are a few modern houses of large size -- none being rental units.,,"June 27th, 1937",,"SOUTH BEND, Indiana",THIRD,C-5,Level,Close to center,Age and obsolescence.,"Native white; white collar, and skilled mechanics amd laboring classes.","1,000 to 25,000",Few German,,No,,,Few,,,Yes,"1, 1 1/2 & 2 story one-family units",Frames,30 years,Fair to poor,"$1,500 to 25,000",25,62 1/2%,,"1,200 to 20,000","3,000",75%,12 to 50,35,87 1/2%,1928,"$4,000",100,1928,100,$15 to 60,$40,1933,"1,000 to 15,000",,"2,500",62 1/2%,8 to 40,95,98,65,Fair,"$3,500 units",Little
4527,Fair,Units at $20,Some,,None,Poor,Poor,Down ,,,June 28,1937,"South Bend, Indiana ",Fourth,D-8,Level,None,Age and obsolescence.,Negro laboring class,"750 to $2,000",None,,Yes,50%,,,,,Yes,1-2 story singles,Frame,30 years,Poor,"$1,000 to 5,000",17.5,58%,,"700 to 4,000","2,500",71%,8 to 40 ,25,83%,1929,"$3,500",100%,1929,,$10-45,$30,1933,"800-3,000",,"2,000",57%,5 to 30,98%,98%,50%,None,,
4528,Good,$40 units,Fair,,None,Good,Good,Static,,,"June 24th, 1937",,S OUTH BEND - Indiana,SECOND,B-4,Level. Good grade development of moderate class.,All city facilities. Convenience to center of the City. Close to best residential neighborhood.,Near negro neighborhood which does not seem to offer any immediate threat.,Native white; white collar,"1,200 to 7,500",None,,None,,None,None,,,Yes,One family units,F rame; few Brick,15 years,Good,"$3,500 to 10,000",30,60%,,"3,000 to 8,000","4,000",73%,25 to 55,40,80%,1928,"$5,500",100,1928,100,$30 to 60,$50,1933,"2,500 to 7,000",,"3,500",63%,18 to 40,60,98,65,Fair,"$3,500 - $4,000 units",Fair
4529,Excellent,$55 units,Good,,,Good,Good,Upward,"Original Studebaker mansion and some of the City's finest estates are in this section, particularly along Jefferson Boulevard. It was not originally, a rental area, and only a moderate number of homes have come into that class as a result of the depression.",,"June 22nd, 1937",,SOUTH BEND - Indiana,FIRST,A-3,"Level to slightly rolling. Known as ""Coquillard Woods"" - ""Jefferson Park.""",Highly restricted. All City Facilities.,None except trucks on McKinly Avenue which is part of a through route.,Native white; white-collar; high grade.,"3,000 to 50,000",None,,None,,None,None,Slowly,,,One-family units,Brick and Frame,20 years,Excellent,"$5,500 to $200,000",$40,,,"4,500 to 200,000","$20,000",80%,40 to 90,55%,,1928,"$25,000",100,1937,,Nominal,,1933,Nominal,,,,$25 to 75,15,98,90,Fair,"$15,000 units",Fair
4530,Excellent,$70 unit,Good,One-family units,2,Good,Good,Upward,"Sections A-2-a and A-2-b both known as ""Sunnymede"". That portion north of Grand Trunk R. R. was developed with higher priced homes than A-2-b although both are high class.",,"June 22nd, 1937",,SOUTH BEND - Indiana,FIRST,A-2,"Level. Known as ""Sunnymede"".",Highly restricted. All City facilities.,"None, except Railroad in approximate southern extremity.",Native white; white-collar,"5,000 to 15,000",None,,None,,None,None,Yes,,,One-family units,Brick and Frame,12 years,Excellent,"$9,000 to 50,000",$50,,,"9,000 to 40,000","15,000",100%,50 to 100,70,,1928,"$15,000",100,1937,--,None,None,1933,Nominal,,,,$40 to 70,85,98,90,Good,"$10,000 to 11,000",Good
4531,Excellent,"$40   """,Good,One family unit,1,Good,Good,Upward,Lower part of Sunnymede development. High grade homes of smaller size. Houses near Grand Trunk R. R. which is northern boundary are somewhat slow sales due to this influence.,,"June 22nd, 1937.",,SOUTH BEND - Indiana,FIRST,A-6,"Level; known as ""Sunnymede.""",Highly restricted; all city facilities.,Grand Trunk R. R. ,"Native white; white-collar, high grade","3,000 to 7,000",None,,None,,None,None,Yes,,,One family units,"Brick, Frame and Stone.",13 years,Excellent,"$5,500 to 10,000",$30,,,"4,500 to 8,500","6,000",85%,40 to 75,45,,1928,"$7,000",,1937,,Few,Nominal,1933,Building and loan shares,,,,$25 to 50,80,97,80,Fair,"$5,000 unit",Fair
