polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
4460,Flat.,Schools. Transportation. Business center.,Age,50,Declining,Common labor,"1,500",20,Mixed,None,,None,A few,Yes,,,,,,One family units: cottages,,,Frame,,,25,,,Fair,,,98,,,70,,,"15: $3,000",,,2M to 5M,,,1935,1M to 2500,50,,,,,1937,1500 to 4M,80,,,,,2M to 2500,,,Fair,,,25 to 40,,,1935,10 to 15,36,,,,,1937,25,60,,,,,25,,,Good,,,Limited,Limited,Central portion around the retail area is older than the city of Gary proper.,"GARY, Indiana. Former town of MILLER now Gary's Tenth Ward",C ,15
4461,"Sand dunes. Hills and hollows. It cost $2,000 to level some lots.",Lake front. Good view. Park.,Mixed structures. Summer cottages adn permanent homes.,20,May improve,"Working people, tradesmen, etc.","2,000",10,Sweden,None,,None,A few,Yes,,,,,,One family units,,,frame- a few Br Veneer bungalows,,,12-15,,,Fair,,,95,,,60,,,"10: $3,500",,,2M to 4500,,,1935,1M to 2500,55,,,,,1937,1M to 3500,75,,,,,"2,500",,,Fair,,,25 to 50,,,1935,10 to 15,30,,,,,1937,25,50,,,,,25,,,Good,,,Very limited,Very limited,"Resort on the sand dunes. Very rough topography. Summer cottages mixed with permanent homes. A few structures up to $15,000 in value. Mortgage money is available only to the best names.","LAKE FRONT OF GARY, Indiana.",C,16
4462,Flat.,Proximity to new factory.,Railroad and industrial smoke and soot. ,90,Declining,Factory labor,1300 to 1800,40,Polish,None,,Polish,A few,,,Yes,,,,One family units,,,Frame,,,20,,,Fair,,,100,,,70,,,None,,,4500 to 8500,,,1935,2000 to 5000,60,,,,,1937,3500 to 6500,75,,,,,"4,500",,,Fair,,,40 to 60,,,1935,15 to 30,50,,,,,1937,25 to 40,66,,,,,30,,,Good,,,Limited,Limited,"This area is similar to Area C-12, both being a part of the original Gary Land Company (U.S. Steel Corporation) tract. The Land Company still owns 545 homes in the two areas. The same description applies, and lenders are reluctant to go into this area. Areas: A-3, A-4, B-3, C-12 and C-13 are the entire original Gary Land Company tract (U.S. Steel Corporation.) There are a small number of duplexes and multiple units in the area. ","GARY, Indiana",C,13
4463,Flat. Shade trees-- planted trees 20-years old.,Restricted. Schools and transportation.,Average age 20 years.,100,Will hold up,Mill superintendents and high salaried people,2500 to 3500,5,Sweden,None,,None,Few if any,,,yes,,,,One family units,,,brick veneer 85% frame 15%,,,20,,,Good,,,100,,,80,,,Some remodeling.,,,7500 to 12M,,,4000 to 8M,66,,,,,,1937,5500 to 9500,75,,,,,6500 to 10M,,,Good,,,50 to 90,,,1935,30 to 50,55,,,,,1937,45 to 60,66,,,,,45 to 60,,,Good,,,Somewhat limited.,Pretty well built,"Adjoins a nice park on the east. Homes are 20 years old, but well equipped-- considerable remodeling going on. Just about the center (tyler Street) is a Catholic Church and schools.","GARY, Indiana",B,3
4464,Flat.,"Restricted. Best transportation and schools. Single family homes except  in Fifth Avenue which is restricted to apartment units, runnning up to 8-12 and 20-30 families. ",Factory smoke. ,85,Will improve.,Professionals and bigger business men,3M to 10M,5,Norway-Sweden,None,,None,few if any,Yes,,,,,,One family unites,6 to 30 family unites,,Brick Veneer,Solid brick,,12,11,,Excellent,Good,,100,100,,75,None,,15: $10M,None,,12M to 18M,,,1935,8M to 9M,50,,,,,1937,10M to 12M,66,,,,,10M,,,Fair,,,75 to 100,50 to 80,,1935,40 to 55,55,25 to 40,50,,,1937,60 to 85,85,45 to 60,75,,,60 to 85,,,Good,,,Good,Good.,No forced selling during the depression years. Houses now selling at just about reproduction cost less depreciation. few if any offered for sale.,"GARY, Indiana",A,4
4465,Flat,Restrictions. Schools adn transportation are good.,Close to industrial area. Factory smoke.,75,Will improve,Mill foremen and professional.,"2,500 to 4,500",20,Sweden-Serbia,None,,None,"Few, if any",Yes,,,,,,One family units,,,Brick veneer,,,12,,,Good,,,100,,,70,,,20: $7M,,,"8,500",,,1935,"4,500",50,,,,,1937,"6,000",70,,,,,"6,000",,,Good,,,50 to 65,,,1935,25 to 35,50,,,,,1937,35 to 50,75,,,,,35 to 50,,,Good,,,Good,Good,"Very much the same as Area A-4, but slightly cheaper and slightly more people were forced to sell than in Area A-4. All other characteristics the same. ","GARY, Indianna.",A,3
4468,Flat. Shaded heavily.,Schools and transportation. Free from railroad and industrial influences.,,40,Will hold up,Professional and school teachers ,1800 to 3M,,None,None,,None,None,Yes,,,,,,One family units,,,Brick veneer,,,12,,,Good,,,100,,,100,,,3 or 4: %5500 to 7M,,,6500 to 10M,,,1935,3M to 4M,40,,,,,1937,5500 to 7M,70,,,,,"6,500",,,Fair,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Good,Good,"The setting is pretty. Bungalows, with a few two stories, in heavily shaded area. Lots available at $500 to $700 for 40 x 125' lots. Sewers, paving, gas and lights are all in.","Gary, Indiana",B,8
4469,Slightly rolling.,Good schools and transportation.,Railroads.,75,Will hold up,Tradesmen and laboring,1200 to 3000,35,Polish- Slovac,None,,None,A few,Yes,,,,,,One family units.,,,50% Br Veneer 50% Frame,,,15,,,Fair,,,100,,,80,,,4 or 5: $3M to 5M,,,5500 to 7500,,,1935,2750 to 3750,50,,,,,1937,3500 to 5500,70,,,,,"4,500",,,Fair,,,30 to 60,,,1935,12 1/2 to 30,50,,,,,1937,25 to 50,85,,,,,25 to 50,,,Good,,,Limited,Limited,"Building and loan money and some F.H.A. money available in this area. Otherwise money is scarce. Somewhat of a seperate community--with its own stores, theatres, etc. on Browadway.","GARY, Indiana ""GLEN PARK",C,20
4470,Flat.,Schools and transportation. Free from railroad and industrial influences.,,100,Will hold up,Professional and school teachers,1800 to 3M,,None,None,,None,None,Yes,,,,,,One family units,,,Brick veneer,,,12,,,Good,,,100,,,100,,,"5 or 6: $5500 to 7,000",,,6500 to 10M,,,1935,3M to 4M,40,,,,,1937,5500 to 7M,70,,,,,"6,500",,,Fair,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Good,Good,"Bungalow type of single unit predominates,--few two story structures. All city facilities.","GARY, Indiana","Bungalow type of single unit predominates,--few two story structures. All city facilities.",9
4471,Flat.,Restricted. Schools and transportation.,No streets west of Pierce Street.,20,Will improve.,Tradesmen,1800 to 3M,,None,None,,None,"Few, if any",Yes,,,,,,One family units,,,Brick veneer,,,12,,,Good,,,100,,,100,,,"3 or 4: $4,000 to 6,000",,,4M to 7500,,,1935,2M to 4M,55,,,,,1937,4M to 6500,90,,,,,5M,,,Fair,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Fair,Fair,Good location for medium priced houses.,"GARY, Indiana",B,4
4472,Fair.,Restrictions. Schools and transportation.,,90,Will hold up.,Tradesmen and skilled labor from the mills,2M to 3M,30,Mixed- but better elements,None,,None,"Few, if any",,,Yes,,,,One family units,,,Brick veneer,,,15,,,Good,,,100,,,75,,,None,,,4M to 7500,,,1935,2M to 4M,55,,,,,1937,4M to 6500,90,,,,,5M,,,Fair,,,35 to 50,,,1935,20 to 30,60,,,,,1937,30 to 40,80,,,,,35,,,Good,,,Fair,Fair,"Restrictions lower, and construction cheaper than in Area A-5 just to the north. Not so much pride of ownership.","GARY, Indiana.",B,5
4473,Rolling. Shaded.,"Schools, transportation; free from railroad and industrial influences.",,100,Will hold up,Business men,3500 to 10M,,None,None,,None,"Few, if any",,,Yes,,,,One family units,,,"Brick veneer, a few frames",,,12,,,Excellent,,,100,,,100,,,None,,,8500 to 15M,,,1935,4M to 10M,66,,,,,1937,6M to 12M,80,,,,,7500 to 10M,,,Fair,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Good,Good,Quite the same as area A-6 except it is completly built of cheaper structures.,"GARY, Indiana",B,7
4474,Flat.,Highly Restricted. Schools and transportation.,None,"60% east of Harrison St., 5% west of Harrison St.",Improving,White collar tradesmen and professionals,"2,500",20,"Polish, Serbian, Greek",None,,None,Few if any,Yes,,,,,,One family units,,,brick veneer,,,15,,,Good,,,100,,,75,,,15: $7M,,,"8500 to 12,500",,,1935,"4500 to 7,500",60,,,,,1937,"6500 to 10,000",80,,,,,6M to 7M,,,Good,,,60 to 80,,,1935,25 to 40,50,,,,,1937,40 to 55,65,,,,,40 to 55,,,Good,,,Good,Good,"This area should continue to improve; free from industrial and railroad influences. Park to the north. Modern structures-- up-to-date bungalows, for higher priced labor and for professionals not of the very first flight.","GARY, Indiana ""PARK MANOR""",A,5
4475,Flat. Shaded.,Restricted. Free of railroad and industrial influences. Good schools and transportation. ,,65,Will improve,Professionals and mill superintendents.,"3,500 to 10M",,None,None,,None,None,Yes,,,,,,One family units,,,Brick veneer,,,10,,,Excellent,,,100,,,100,,,"8: $10,500 to 18,000",,,15M to 20M,,,1935,"8,500 to 11M",55,,,,,1937,"12,500 to 15M",75,,,,,Good at $11 M,,,Fair,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Good,Good,"There are two houses as cheap as $7,500 and one at $40,000. The area is regarded by some people as teh very best in Gary because of the freedom from railroad and industrial influences. Others like Area A-4 because of its proximity to the center of the city. ","GARY, Indiana. ""MORNINGSIDE""",A,6
4476,Flat.,Resttricted. Near schools. Has Browadwat frontage. Close to Area A-6.,"Platted and sold, but not developed. No sewers, gas, water, or streets.",2,May improve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 or 3 $6,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,"Probably 20 houses in the 16 blocks. Houses range in value from $5,500 to $7,000. One house in the area (on Monroe Street) is worth $10,000.","GARY, Indiana",B,10
4477,Flat.,New factory.,Railroad and factory soot and smoke.,90,Declining,Factory labor,1300 to 1800,40,Polish,None,,Polish,A few,,,Yes,,,,One family units,,,Frame,,,20,,,Fair,,,100,,,70,,,None,,,4500 to 8500,,,1935,2000 to 5000,60,,,,,1937,3500 to 6500,75,,,,,"4,500",,,Fair,,,40 to 60,,,1935,15 to 30,50,,,,,1937,25 to 40,66,,,,,30,,,Good,,,Limited,Limited,"An old congested area, a few doubles and a few six- apartment units. Nearly all are frame. Lenders are reluctant to go into this area. ","GARY, Indiana",C,12
4478,Flat.,Restrictions. Schools and transportation. Nice class of Polish homes.,,100,Will hold up.,Grocers and mill men,2500 to 3M,100,Polish,None,,None,"Few, if any",,,Yes,,,,One family units,,,Brick veneer,,,12,,,Good,,,100,,,90,,,"1 or 2: $5,500 to 6,000",,,5M to 8500,,,1935,2M to 4M,45,,,,,1937,3500 to 6M,70,,,,,4M to 5M,,,Fair,,,40 to 50 ,,,1935,25 to 35,70,,,,,1937,35 to 45,90,,,,,35 to 45,,,Good,,,Fair,,"Complete community of the more prosperous type of Polish people with their own Church, schools, etc.","GARY, Indiana",B,6
4479,Rolling.,"Remote from industry, transportation and schools.",No restrictions.,15,Will hold up.,Tradesmen & laboring class,1200 to 1800,50,Polish and Slovac,None,,None,A few,Yes,,,,,,One family units,,,Frame,,,15,,,Fair,,,100,,,75,,,10 to 15: $1500 to 3M,,,1500 to 4500,,,1935,1000 to 2500,55,,,,,1937,1500 to 3500 ,75,,,,,"1500 to 3,000",,,Fair,,,25 to 40,,,1935,10 to 20,50,,,,,1937,20 to 35,90,,,,,20 to 35,,,Good,,,Limited to B&L's,Limited to B&L's,Good location for cheap homes. General construction only fair through the area.,"East of Mississippi outside of Gary- lying partly in East Gary and partly in Hobart. GARY, Indiana",C,21
4481,Flat.,Restrictions. Schools and transportation.,Nickel Plate Railroad.,20,Upward,"Business men, steel mill foremen, etc.",3500 to 5000,,None,None,,None,None,Yes,,,,,,One family units,,,50% Brick Veneer 50% frame,,,15,,,Excellent,,,100,,,100,,,"15: $4,500 to 5,000",,,6M to 8M,,,1935,3M to 4M,50,,,,,1937,4M to 6M,75,,,,,"5,000",,,Good,,,Owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,"""""",,,,,,Good,Good,This is a community of the upper class of retail merchants and minor executives of the steel mills. People who can afford to move away from the railroad and industrial influences of Gary. Both sides of Garfield Street are particularly desirable.,"HOBART, Indiana",A,7
4482,Flat.,Schools and transportation.,Age and obsolescence.,90,Will hold up.,Skilled and unskilled labor,1500 to 2500,,"Few, if any",None,,,"Few, if any",Yes,,,,,,"One family units, big old type.",,,Solid brick,,,50,,,Fair,,,100,,,60,,,None,,,3500 to 5M,,,1935,1750 to 2500,50,,,,,1937,2500 to 3500,70,,,,,"3,000 to 3,500",,,Slow,,,35 to 50,,,1935,15 to 20,40,,,,,1937,25 to 35,70,,,,,30,,,Good,,,50%,50%,"In and between the big old houses there are four-room, stove- heated frames, without basements. Average of 25 years, $1,750 in value. ","HOBART, Indiana",C,22
4483,Flat,Near to work. Convenience to schools,"Factory soot and smoke.  Odors from the distilleries, creosote plant and tomato canning factories. No sewers and inadequate transportation.",90%,Declining slowly,Factory labor,1100-1200,2%,,none,,,few,,,yes,100%,,,one family units,,,frames,,,20,,,fair,,,95%,,,30%,,,none,,,1500-2000,,,1935,,50%,,,,,1937,1200-1500,75%,,,,,1200,,,fair,,,12-20,,,1935,,50,,,,,1937,,75,,,,,18-15,,,good,,,20% of cost to none,20% of cost to none,Better rental than selling area.  Proximity to factories is asset,,D,4
4484,Flat,Schools and transportation.  Free from factory and railroad influences,Static area.  Age of properties,90%,Declining slowly,"Skilled labor, white collar; clerks, etc.",1500 to 1800,,none,none,,,"few, if any",,,yes,100%,,,one family units,,,frame,,,30-35,,,fairly good,,,96%,,,50%,,,none,,,2750-3250,,,1935,,65%,,,,,1937,2500-2800,80%,,,,,2500,,,fair,,,25-30,,,1935,,65,,,,,1937,2500-2800,85,,,,,18-25,,,good,,,45% of cost,45% of cost,Good stable average income; working class of people,,C,4
4485,Flat,Schools and transportation,Cheap construction - cheap class of population - common labor floaters,25%,Declining slowly,Common labor - floaters,600-900,no,,no,,,Many,,,,,,,Single,,,Frame,,,25,,,Fair,,,95%,,,20%,,,None,,,1000-1500,,,1935,,50%,,,,,1937,700-1000,66%,,,,,700,,,Slow,,,10-15,,,1935,,60,,,,,1937,8-12,80,,,,,8-12,,,Good,,,None,None,"Common labor floaters in cheaply constructed houses, Sub-normal standard of living",,D,10
4486,Flat,School-Transportation and new business center,age and obsolescence,100%,Declining fairly rapidly,Better type unskilled labor,900-1000,yes,13,no,,,many,,,yes,,,,singles,,,frame,,,50-60,,,fair,,,95%,,,40%,,,none,,,2000-2500,,,1935,,60%,,,,,1937,1800-2000,80%,,,,,1800,,,poor,,,20-25,,,1935,,60,,,,,1937,15-20,80,,,,,15,,,good,,,poor,poor,"very old downtown sectin bordering on red because of age, but given a yellow because of being fairly well kept up",,C,2
4487,Flat,an old aristocratic neighborhood.  Schools and transportation are good.  Pride of ownership,Some objectionable odors on the southwest winds,100%,may slip back slowly,Conservative old families.  Lots of wealth,5000-6000,,,none,,none,none,,,yes,,,,singles (400),doubles: 85,apartments:2,"70% frame,  30% solid brick",,,35-40,,,excellent,,,98%,,,80%,,,none,,,8000,,,1935,5000,60%,,,,,1937,6000,75%,,,,,6000,,,fair,,,55-60,,,1935,,60,,,,,,40-50,80,,,,,40-50,,,good,,,good,good,"Old ""first family"" neighborhood.  Present owners will no doubt live out their lives there. The younger generation is moving to area A-2.  This area is entitled practically to a ""B"" rating",,C,3
4488,,none,Old original city - railroad industry - age obsolescence - inharmonious races.  Trend of the city is toward the East,100%,Declining rapidly,"Cheap labor, generally undesirable",600-1000,yes,20,yes,5,,many,,,yes,,,,singles,doubles,,frames,,,50,,,poor,,,98%,,,30%,,,none,,,1000-1800,,,1935,,50%,,,,,1937,800-1500,75%,,,,,,,,none,,,0-20,,,1935,,50,,,,,1937,8-15,75,,,,,8-15,,,good,,,20% of cost to none,20% of cost to none,"Oldest settled district, along the river",,D,3
4489A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489B,Flat,"None, in particular. There are schools and transportation; city utilities and conveniences.",Obsolescence.,95,Down rapidly,Coal miners; laboring,1000-1200,Yes,20%,None,,,Many,,,Yes,,,,Singles,,,Frame,,,40,,,Fair,,,96,,,40,,,None,,,1500-2500,,,1935,,60,,,,,1937,1200-1800,75,,,,,1500,,,Slow; on contract,,,15 - 25,,,1935,,50,,,,,1937,10 - 18,75,,,,,10 - 18,,,Good,,,30% of cost,30% of cost,Old and undesirable. Some local building and loan associations will not lend in this area at all.,,D,2
4490,Flat,schools and transportation,aging.  Area becoming obsolete,97%,declining slowly,"white collar, tradesmen and skilled mechanics",1500-1800,,none,none,,none,"few, if any",,,yes,,,,singles: 2000,doubles: 13,bus. & res. 17,frame,,,40,,,fair,,,96%,,,60%,,,none,,,3000-3750,,,1935,,60%,,,,,1937,2500-3000,75%,,,,,2500,,,fair,,,25-32.50,,,1935,,65,,,,,1937,22.50-27.50,85,,,,,25,,,good,,,40% of cost,40% of cost,"stable district in slow decline; borders more toward ""A"" and ""B"" class then toward a ""D"" class",,C,1
4491,Flat,"Good schools and transportation.  Free from factory soot and smoke.  Proximity to Collett Park and trading center at Maple, Lafayette and 13th Streets.","Two main railroad crossings, when driving from business center.",90%,will hold up,White collar,2500-2000,,none,none,,none,none,,,yes,100%,,,one family units,,,frame,,,25-30,,,good,,,98%,,,80%,,,6: $4500,,,4500-5000,,,1935,,60%,,,,,1937,3500-4000,80%,,,,,4000,,,good,,,30-35,,,1935,20-23.50,66,,,,,1937,25-30,80,,,,,25-30,,,good,,,good,good,"very good area.  Civic pride.  Next to class ""A""-1",,B,1
4492,flat and wooded,"high restrictions, good schools and Park",approach from the business area across two R.R. tracks,90%,upward,executive & professional,6000,,none,none,,none,none,yes,,,100%,,,single family units,,,50% frame & 50% Br Vaneer,,,20,,,excellent,,,99%,,,98%,,,"10 ($10,000)",,,"8000-12,000",,,1935,"5000-8,000",66%,,,,,1937,"6000-10,000",80%,,,,,"8000-9,000",,,good,,,owner area,,,1935,"""",,,,,,1937,"""",,,,,,"""",,,,,,good,good,"wealthy neighborhood of middle aged people.  Coal Operators, Doctors, etc.,",Collett Woods,A,1
4493,Flat - Outside the City,Near Country Club - Suburban,"Lack of transportation - No restrictions, Lacks city water and gas",10%,Undesirable,Labor and small salaried people,1200-1400,,no,no,,,"few, if any",,,yes,,,,single,,,frames,,,12,,,good,,,100%,,,60%,,,none,,,2000-2500,,,1935,,60%,,,,,1937,1500-2000,80%,,,,,1800,,,fair,,,20-25,,,,50,,,,,,,15-18,75,,,,,15-18,,,good,,,35 to 40% of cost,35 to 40% of cost,Scattered community of possibly 50 homes,,D,1
4494,Flat,"Schools and transportation, Fair economic stability",Noise and dirt from industries and railroads,80%,Declining slowly,Factory workers-laborers,600-1000,10%,,yes,15,,many,,,yes,100%,,,single,,,frame,,,35,,,fair,,,95%,,,40%,,,none,,,1000-2000,,,1935,,60%,,,,,1937,800-1500,75%,,,,,800-1500,,,slow,,,12-20,,,1935,,50,,,,,1937,8-15,75,,,,,8-15,,,good,,,30% of cost,30% of cost,"Some building and loan associations will not lend here.  Better rental than selling district.  Many ""floaters"" in the population.",,D,6
4495A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495B,Flat,"Outside the city limits, taxes are lower. Near to industry. Schools and transportation are convenient.","Outside the city - no city gas, etc.",45,Declining slowly,"Factory labor; miners, etc.",800-1200,None,,None,,,Few,,,Yes,100,,,One family units,,,Frame,,,20,,,Fair,,,95,,,40,,,None,,,1600-2250,,,1935,,60%,,,,,1937,1400-1800,75%,,,,,1500,,,Slow,,,15 - 20,,,1935,,50,,,,,1937,10 - 15,75,,,,,10 - 15,,,Good,,,35% of cost,35% of cost,Better and more reliable class of factory labor and miners; few railroad shop and yard men,,D,5
4497,Flat,Schools and transportation,"Aging, becoming obsolete",97%,Declining slowly,"White collar, tradesmen, skilled mechanics",1500-1800,,none,none,,,"few, if any",,,yes,,,,one family units: 2000,doubles: 13,Bus. & Res.: 17,frame,,,40,,,fair,,,96%,,,60%,,,none,,,3000-3750,,,1935,,60%,,,,,1937,2500-3000,75%,,,,,2500,,,fair,,,25-32.50,,,1935,,65,,,,,1937,22.50-27.50,85,,,,,25,,,good,,,40% of cost,40% of cost,"Stable district, in slow decline; bordering more toward the ""A"" and ""B"" class, then toward the ""D"" class",,C,5
4498,Flat,"Parks, schools and transportation",Railroad and factory smoke and soot,45%,Declining slowly,"Low salaried people, factory workers, R.R. shop men and yard men",800-1200,yes,2,yes,4,,many,,,,,,,Single,Double 13,Duplex 10,Frame,,,25-30,,,Fair,,,95%,,,40%,,,none,,,1500-2000,,,1935,,50%,,,,,1937,1000-1500,(very mixed) 75%,,,,,1000,,,Slow,,,15-20,,,1935,,50,,,,,1937,10-15,75,,,,,10-15,,,Good,,,35% of cost,35% of cost,More stable factory labor. Eastern extremity platted. but not developed.,,D,8
4499,Flat,none,Outside the city,60%,Declining rapidly,Cheapest labor,500-800,yes,5,yes,10,,many,,,yes,,,,1 family shacks,,,frame,,,20,,,bad,,,98%,,,20%,,,none,,,800-1200,,,1935,,50%,,,,,1937,600-800,66%,,,,,700,,,none,,,8-15,,,1935,,40,,,,,1937,5-10,66,,,,,5-10,,,good,,,none,none,Neighborhood of shacks occupied by floaters,,D,7
4500,Flat,None,Lies along the railroad and factory sites,90%,Declining rapidly,Common labor,600-900,,No,,15,,Many,,,,,,,Single,Double 10,Bus & Res - 4,Frames,,,35,,,Poor,,,95%,,,15%,,,None,,,1000-1500,,,1935,,60%,,,,,1937,800-1200,80%,,,,,800-1200,,,None,,,12-15,,,,,60,,,,,,8-12,80,,,,,8-12,,,Good,,,None,None,Common labor living along the railroad and factory district,,D,9
4501,Flat,School-Transportation and close to factory jobs,Soot and smoke- Factories and R.R.,100%,Declining slowly,Skilled factory labor salaried workers,1500-1800,,none,none,,,"few, if any",,,yes,,,,single,,,frame,,,35-40,,,fair,,,95%,,,45%,,,none,,,2200-2500,,,1935,,65%,,,,,1937,1800-2200,85%,,,,,2000,,,fair,,,25-27.50,,,1935,,60,,,,,1937,18-22,85,,,,,18-22,,,good,,,40% of cost,40% of cost,"Fairly representative set of people- Railroad men, store clerks, etc.",,C,6
4502,"Flat. Planted to trees, but no natural wood.",High restrictions.  Away from industries. Convenient to schools and transportation.,none,70%,upward,executives & professionals,5000,,none,none,,none,none,yes,,,,,,one family units (304),"only 2 ""doubles"" in the area",,brick veneer,,,6,,,excellent,,,100%,,,99%,,,20 for $9000,,,Built on,,,1935,owner order,,,,,,1937,"7500-10,000",,,,,,9000,,,good,,,,,,1935,owner area,,,,,,1937,"""""",,,,,,"""""",,,,,,good,good,generally desirable.  Best area in the city.,Deming Place,A,2
4503,flat,schools-transportation.  Free of industrial and R.R. influences.  Area erstricted,none,85%,will hold up,white collar- clothing clerks,2200,,none,none,,none,none,yes,,,,,,single (325),double (2) duplex (2),bus. & res. (4) A11-492,frame,,,12-15,,,good,,,99%,,,85%,,,6 ($4300),,,5000-5500,,,1935,,60%,,,,,1937,3800-4200,75%,,,,,4000,,,good,,,42.5,,,1935,,65,,,,,1937,35,85,,,,,35,,,good,,,good,good,This area all bungalows of newer type-95% 5 room bungalows.  The area is in great demand among a middle class people.,,B,3
4504,Flat,Schools- Transportation.  Proximity to City Park- Close to R.R. Shops,none,75%,will hold even,train crews-skilled labor,2600,,none,none,,none,"few, if any",yes,,,,,,single (250),bus. and res. (8),,frames,,,20-25,,,good,,,98%,,,80%,,,2 ($4000),,,4500-5000,,,1935,,55%,,,,,1937,3000-3500,70%,,,,,fair to good,,,fair to good,,,35-40,,,1935,22-25,60,,,,,1937,25-32.50,80,,,,,30,,,good,,,good,good,railroad and skilled craftsmen's community: Pennsylvania R.R. Shops are just to the North and East.,,B,2
4507,Flat. Wooded.,Highly restricted. Lots 60 x 160 feet.  Good transportation.  Shade trees.  City water and city sewers.,Outside City limits.  Township school.,75%,upward,executives and professionals,5000,,none,none,,none,none,yes,,,,,,singles: 188,duplex:5  double:1,apartments: 2,60% frame   40% Br Veneer,,,12,,,excellent,,,100%,,,99%,,,6: $6500,,,no forced sales,,,1935,"""""""",,,,,,1937,6500-8000,,,,,,7500,,,good,,,owner area,,,1935,"""""",,,,,,1937,"""""",,,,,,,,,,,,good,good,Generally desirable. Lacks city school facilities only.,Edgewood Grove,A,3
4508,Flat,Free from factory and railroad dirt; schools and transportation.  Area is accessible to industry,Section east of the city line lacks sewers,70%,Slow decline,Skilled labor - shopkeepers,1200-1500,,none,none,,none,"few, if any",,,yes,100%,,,one family units,,,frames,,,25-30,,,fair,,,95%,,,40%,,,15 at $4000,,,2500-3250,,,1935,,65%,,,,,1937,2000-2750,85%,,,,,2000-2500,,,fair,,,20-27.50,,,1935,,65,,,,,1937,18-22.50,85,,,,,18-22.50,,,good,,,45% of cost,45% of cost,"East of 19th Street, Park to College and north of College - 19th to 22nd Streets: better homes, rating a ""B"" grade",,C,7
4509,Flat,Schools- transportation.  Free of industrial and R.R. influences. Area restricted.,none,85%,will hold up,white collar- clothing clerks,2200,,none,none,,none,none,yes,,,,,,single (325),double (2)   duplex (2),bus. & res. (4) A11-492,frame,,,12-15,,,good,,,99%,,,85%,,,6 (4500),,,5000-5500,,,1935,,60%,,,,,1937,35,85%,,,,,4000,,,good,,,42.5,,,1935,,65,,,,,1937,35,85,,,,,35,,,good,,,good,good,this area all bungalows of newer type-95% 5 room bungalows. The area is in gerat demand among a middle class people.,,B,4
4804,Sloping and undulating with some 15 to 25% grades.,"Nearness to city center, churches, schools and transportation. Well improved streets and proximity to Wright Park","Invasion of business blocks, service stations, and apartment houses. Heterogeneous improvements.",90,Downward,Mixed,1200 & upward,few,American born,None known,,Remote,few,Yes,----,----,90,10,,"Large, old, outmoded",Miscellaneous,,2-story frame houses,,,30,,,poor to fair,,,90,,,50,,,None,,,1500 to $6000,,,1933,no sales known,-,,,,,1937,1500 - $5000,90,,,,,2000 - poor,,,poor,,,20 to $45,,,1933,15 to $25,60,,,,,1937,20 to $40,90,,,,,25.00 fair,,,fair,,,None,None,"This area is in a transitional stage. Apartment Houses, Service Stations, and business blocks are rapidly invading the Southerly part, and many of the large old homes are being converted into boarding houses and multi-family residences. Lot values run from $15.00 to $20.00 per front ft. The area is graded 'Low Yellow', and parts of it, particularly along 'I' Street have almost reached a 'D' grading.",Tacoma,C,4
