polygon_id,name,not_on_form,pop_inc,pop_dec,pop_static,class_occ,pct_foreign,nationalities,pct_black,infiltration,predom_build_pct,other1_pct,predom_build_type,other1_type,predom_build_constr,other1_constr,predom_build_age,other1_age,predom_build_repair,other1_repair,predom_build_occ,other1_occ,predom_build_ownocc,other1_ownocc,predom_build_1935price,other1_1935price,predom_build_1937price,predom_build_1937pctchange,other1_1937price,other1_1937pricepctchange,price3_yr,predom_build_price3,predom_build_price3pctchange,other1_price3,other1_price3pctchange,predom_build_demand,other1_demand,predom_build_pricetrend,other1_pricetrend,predom_build_1935rent,other1_1935rent,predom_build_1937rent,predom_build_1937rentpctchange,other1_1937rent,other1_1937rentpctchange,rent3,predom_build_rent3,predom_build_rent3pctchange,other1_rent3,other1_rent3pctchange,predom_build_rentdemand,other1_rentdemand,predom_build_renttrend,other1_renttrend,newconstr_amt,newconstr_type,newconstr_perform,holc_overhang,inst_overhang,sales_yr,holc_sales,inst_sales,mortgagefunds,no193,taxper1000,desc_terrain,location,sec_grade,area_num,date
7835,Los Angeles County,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.,Slowly,N/A,N/A,"Business and professional men, truck farmers, white collar workers. Income $700-$2400",Few,None subversive,0,None apparent,90,N/A,5 rooms,N/A,Frame predominant - some stucco,N/A,15 years,N/A,Spotted poor to good,N/A,95%,N/A,70%,N/A,2250-2750,N/A,2500-3000,N/A,N/A,N/A,1939,2500-3000,N/A,N/A,N/A,Poor to fair,N/A,Static,N/A,17.50-32.50,N/A,20.00-35.00,N/A,N/A,N/A,1939,20.00-35.00,N/A,N/A,N/A,Fair,N/A,Static,N/A,35,5 rooms $3500-$4000,Slowly,7,Many,3,6,Many,Ample,7-1938,41.17,"Terrain: Level. Adobe soil causes slight construction hazard. Land improved 55%. All conveniences, including interurban transportation, are available. This large area includes the greatest part of Monterey Park and Wilmar, which were subdivided over 25 years ago. The area is extremely heterogeneous both as to improvements and population. Maintenance, while poor in spots, is generally fair. It would almost require a block by block survey to present an accurate picture of area, owing to its total lack of uniformity. While there has been considerable new construction during the past several years it has been so scattered as to minimize its effect upon appearance of the area. The area as a whole is lacking in appeal. This is confirmed by the comparatively large amount of properties which are for rent or sale. The area is accorded a “low yellow” grade.",Monterey Park and Wilmar,3rd -,C-127,3/28/39
7836,Los Angeles County,,Moderately,N/A,N/A,"Business and professional men, white collar workers, skilled artisans, etc. Income $1500-2400",Few,None subversive,0,None apparent,90,N/A,4 and 5 rooms,N/A,Frame and stucco,N/A,8 years,N/A,Fair to good,N/A,96%,N/A,75%,N/A,2000-3250,N/A,2250-3500,N/A,N/A,N/A,1939,2250-3500,N/A,N/A,N/A,Fair,N/A,Static,N/A,20-30,N/A,22.5-35,N/A,N/A,N/A,1939,22.50-35,N/A,N/A,N/A,Fair,N/A,Static,N/A,23,4 and 5 room $3000-4000,Moderately,0,Few,3,0,Few,Ample,8-1939,40,"Terrain: Level to slightly rolling. Heavy adobe soil constitutes slight construction hazard. Land improved 60%. Deed restrictions are said to be moderately effective and protect against racial hazards. Conveniences are all reasonably available. Many streets are unplatted. This is the best residential section of Monterey Park and the northern part is some 15 years old. Development has been fairly active during past 2 or 3 years. Construction, maintenance and architectural designs, while not of the best, are of fair quality. A few FHA Title I homes were built in the district, but this type of improvement was discontinued. Population and improvements are fairly homogeneous and district gives the impression of being on the upgrade. This is a fairly good medium priced area which should remain desirable for the next 10 or 15 years. It is therefore assigned a “low blue” grade.",Monterey Park,2nd -,B-100,4-28-39
7837,Los Angeles County,,Moderately,N/A,N/A,"Business and professional men, skilled artisans, white-collar workers, etc. Income $1500-$2400 and up",Few,None subversive except possibly very few Mexican families,0,None apparent,80,20,5 and 6 rooms,7 to 10 rooms 15%,Frame and stucco,Multiples 3%,8 years,4 rooms 2%,Fair to good,N/A,98%,N/A,80%,N/A,3250-4500,N/A,3500-5000,N/A,N/A,N/A,1939,3500-5000,N/A,N/A,N/A,Good,N/A,Static,N/A,25-40,N/A,30-45,N/A,N/A,N/A,1939,30-45,N/A,N/A,N/A,Good,N/A,Static,N/A,50,5 and 6 rooms $4250-$5750,Readily,1,Few,3,1,Few,Ample (FHA),7-1938,46.59,"Terrain: Level with favorable grades; no construction hazards. Land improved 80%. Deed restrictions have expired. Zoning permits multiple family structures in all but ten blocks, which are limited to single-family; structures limited to 2500 sq. ft. of ground space. Conveniences are all readily available, including cheap rapid transit to Los Angeles. Parts of this area was subdivided over 25 years ago. It had its greatest growth, however, in the boom period of the middle 20’s. It was moribund during the depression but with the advent of FHA financing, activity began again. Construction ran from poor substandard to good standard quality. Population, improvements, maintenance and architectural designs are all heterogeneous. Structures range in age from new to 25 years or more. The section east of Garfield Ave. is largely small bungalows form Garfield to 6th St. There are a number of large outmoded residences which, while old, are well maintained and show high pride of ownership. From 6th St. west improvements are newer and more modern and include a number of small apartment houses and other multi-family structures. On 6th and 7th Sts. are a number of speculatively built substandard bungalows, some of them financed through FHA Title I loans. Lot values are quite reasonable, running from $10 to $15 per sq. ft. Individual blocks and small sections even will rate all the way from “low C” to “medial B” and it is possible that in time the area should be regarded. At present, however, it is believed that a “medial yellow” grade is a true reflection.",Alhambra,3rd,C-98,4/18/39
7838,Los Angeles County,,Rapidly,N/A,N/A,"Business and professional men, white collar workers and skilled artisans. Income $1500-3600.",Few,None subversive (May be few Mexican families near R. R. tracks),0,None apparent,90,N/A,5 and 6 room,N/A,Frame and stucco,N/A,15 years,N/A,Fair to good,N/A,98%,N/A,80%,N/A,3000-4500,N/A,3250-5000,N/A,N/A,N/A,1939,3250-5000,N/A,N/A,N/A,Fair to good,N/A,Static,N/A,25-40,N/A,30-45,N/A,N/A,N/A,1939,30-45,N/A,N/A,N/A,Good,N/A,Static,N/A,75,5 and 6 rooms $4250-5750,Moderately,0,Few,3,1,Few,Ampe (FHA),7-1938,46.59,"Terrain: Level with some low spots, but generally favorable grades. No construction hazards. Land improved 75%. Zoning is mixed; approximately 40% single-family, minimum 5000 sq. ft. per family; 40% duplexes, minimum 2500 sq. ft. per family; 20% larger multi-family, minimum 600 to 1000 sq. ft. per family. Regardless of zoning area is 95% single-family. Conveniences are all readily available including rapid transit to Los Angeles. The western portion from 6th St. and north part from San Marino Ave. were subdivided and is well built up with moderate sized bungalows. The southeast section south of San Marion Ave. and east of 6th St. is the most choice part of area and was put on the market about 10 years ago but developed very slowly until 1937, but has grown rapidly since that time. This is a highly regarded district and, although it is inclined to be heterogeneous both as to population and improvements, it is considered as being still desirable as a place to live. Maintenance, while somewhat spotted, generally indicates pride of occupancy. Owing to its favorable location this is a good rental area. As a consequence a number of small multi-family structures have been built in the western section of area. In 5 years or such a matter this area will probably have to be broken down and part of it given a 3rd grade classification. At present, however, it is deemed reasonable to assign to the area as a whole a “low blue” grade.",Alhambra,2nd -,B-78,4-18-39
7839,Los Angeles County,,Moderately,N/A,N/A,"Small business and professional men, artisans, laborers and white collar workers. Income $1200-$3000 and up",Few,None subversive,1 see below,None apparent,75,N/A,"4, 5, and 6 rooms",Old 7 rooms and up 20%,Frame and stucco,Apts. and multi-family 5%,15 years,N/A,Fair to good,N/A,97%,N/A,50%,N/A,2250-4500,N/A,2500-5000,N/A,N/A,N/A,1939,2500-5000,N/A,N/A,N/A,Fair,N/A,Static,N/A,25-40,N/A,30-45,N/A,N/A,N/A,1939,30-45,N/A,N/A,N/A,Good,N/A,Static,N/A,60,5 and 6 rooms $4250-$6000,Readily,7,Few,3,10,Few,Ample,7-1938,46.59,"Terrain: Level to rolling; no construction hazards. Land improved 85%. Deed restrictions have expired. Zoning in mixed. Approximately 20% single-family, 40% duplexes, 40% multi-family and apartments. Minimum per family ground coverage; single-family 5,000 sq. ft.; duplexes 2.500 sq. ft.; multiples 600 to 1000 sq. ft. Regardless of zoning the area is overwhelmingly single-family dwellings. Conveniences are all readily available, including inter-urban service to Los Angeles. This is the original residential section of the city of Alhambra and in most section sis quite heavily built up. Construction runs from substandard to standard and maintenance, while spotted, is generally of good quality. Population, improvements and architectural designs are strongly inclined to be heterogeneous. The eastern part of area is more sparsely settled and the greater part of the new construction has been in this section. While there is still a heavy percent of home ownership there is a strong tendency toward rental properties. There are four blocks east of Garfield north of Mission Road which contains 12 Negro families, who have lived in this location for many years. This is the only Negro concentration in the city and informed opinion is that this small settlement detrimentally affects only abutting blocks to the north and east. The area is so small that is was thought best to treat it in this way rather than by setting up a separate area. The area as a whole is well regarded and is assigned a “medial yellow” grade.",ALhambra,3rd,C-97,4/18/39
7840,Los Angeles County,,Slowly,N/A,N/A,"Retired capitalists and big business and profesional men, high executives. Income $50000 and up",0,N/A,0,None apparent,95,N/A,Mansions,N/A,"Frame, stucco and masonry",N/A,10 years,N/A,Good,N/A,99%,N/A,99%,N/A,25000 and up,N/A,Depending on size of grounds and mansion,N/A,N/A,N/A,1939,Depending on size of grounds and mansion,N/A,N/A,N/A,Poor,N/A,Static,N/A,This is not a rental neighborhood,N/A,This is not a rental neighborhood,N/A,N/A,N/A,1939,This is not a rental neighborhood,N/A,N/A,N/A,--,N/A,--,N/A,15,25000 and up,Owner built,0,0,3,0,0,Ample to limit,7-1938,49.44 (est.),"Terrain rolling to hillside and hilltop covered with large oak trees. No steep grades. Land improved 75%. Deed restrictions of highest quality are enforced. Zoning single family residential. Conveniences are all readily available. Colls P. Huntington was the founder of this area and his old mansion now houses the Huntington Library and Art Gallery. It is one of the most exclusive districts in the country and merely to be a resident here presupposes a secure place in the social register. Being one of the highest grade districts and so widely known, a detailed description is unnecessary. All improvements occupy acreage estates. Many of them, in addition to the main residence, have guest houses and servants’ cottages. This are is entitled to the highest rating.","Oak Knolls, San Marino",1st+,A-16,4/12/39
7841A,Los Angeles County,,N/A,N/A,Yes,"Business and professional men, active and retired capitalists, executives, etc. Income $3000-6000 and up",0,-,0,-,90,5,7-10 rooms,5 and 6 room bungalows,"Frame, stucco and masonry",Multiples,20 years,N/A,Good,N/A,99%,N/A,80%,N/A,5500-9500 and up,N/A,6000-10000 and up,N/A,N/A,N/A,1939,6000-10000 and up,N/A,N/A,N/A,Fair,N/A,Static,N/A,45-60,N/A,50-75,N/A,N/A,N/A,1939,50-75,N/A,N/A,N/A,Good,N/A,Static,N/A,5,(4) 6 room $6500 1 Mansion type at $25000,Owner built,2,Few,3,1,Few,Ample,7-1938,51.59,"Terrain: Level with favorable grades. No construction hazards. Land improved 90%. Deed restrictions have expired but pattern of improvements are definitely established and racial hazards are at a minimum. Zoning is mixed single-family and multiple family. Conveniences all readily available including rapid transit to Los Angeles. This is the most popular and best district in South Pasadena and, although some 30 years old, many original owners are still occupants. Construction is largely extra standard. Maintenance is of character that offsets age and obsolescence. Architectural designs, with few exceptions, are attractive and as a whole are harmonious. Population is homogeneous. The section bounded by as a whole are harmonious. Population is homogeneous. The section bounded by Monterey Road, Garfield Avenue, Oak Avenue and Milan Avenue would almost merit a first grade classification. The area as a whole will undoubtedly trend toward rental properties on account of the natural advantages of its location, being not only close to conveniences but also to Los Angeles transportation. Lot values are stabilized at around $25 to $30 a front foot. This area should retain its desirability for many years to come and is accorded a “high blue” grade.",South Pasadena,2nd +,B-37,4-11-39
7841B,Los Angeles County,,Slowly,N/A,N/A,"Retired and active capitalists, executives, business and professional men. Income $3000-10,000 and up to $50,000 and over",0,-,0,Indication of a transition from large acreage estates to modest.,80,20,Mansion Estate type,"5, 6 and 7 rooms 10%","Frame, stucco and masonry (Largely masonry)",8 to 10 rooms 10%,20 years,New to 20 years,Good,N/A,100%,N/A,100%,N/A,"No established market value; costs run from $50,000 to $500,000 according to size of improvements and extent of estate",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Static to downward,N/A,No basis for rentals; when vacant are in charge of servant staff or caretaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,20,5-7 rooms $5000-7500,Owner built,0,Few,3,1,Few,Ample within limits,7-1938,36.90 County,"Terrain: Level to rolling with a grade from north to south running from an elevation of 2000 ft. to 1500 ft. No construction hazards. It is difficult to estimate the land improved owing to fact that homesites run from 1 to 20 acres. Deed restriction shave expired upon 75% of area and more will expire on January 1, 1940. An effort to renew or extend provisions providing racial protection is meeting with success. This unincorporated territory is under County government whose zoning ordinances are inadequate. Public transportation is inadequate, shopping centers are distant from parts of area. Schools are good and readily available, and church facilities are convenient. Up to 1905 this area was largely citrus groves, and development began by the purchase of these groves by eastern people for winter homes, who replaced the ranch homes with imposing mansions. This, by and large, is the pattern of the area. Many of the old being super standard. Maintenance, likewise, shows high pride of possession. Architectural designs, as well as landscaping, are individualists and add glamour to the district. This area gives evidence of having been the “melting pot” of the upper income brackets of the nation. This is indicated by the wholesale manner in which indigenous plant life of the various sections of our nation have been injected into the decorative features of those various estates. Horticultural and floricultural novelties of all sections of the nation have been introduced into the decorative scheme of the various holdings. The evergreens of the eastern seaboard and Pacific Northwest are particularly in evidence, and on New Year’s Eve, Santa Anita Avenue is a blaze with an electrical display from these evergreens which border that thoroughfare. There is, however indications of a transition in the area. While many original owners are still residents, properties are more and more passing into control of 2nd and 3rd generation owners. This is definitely suggested by the fact that within the past few years several of these old estates, which for various reasons, have become alienated from original owners, have been subdivided; the old mansions demolished and less pretentious structures and grounds have taken their place. This is particularly obvious in the district between Calaveras and Mariposa Sts. and Santa Anita and El Molino Aves. In this district at least one old estate has been subdivided and 20 new 5 to 7 room bungalows of modern design and extra standard construction have been erected on generous sized lots to take the place of the old improvements. Demolition of another original old mansion was observed in another part of the area. What this portended could not be learned, but there is no doubt that this district is in a transition period. If imagination were allowed full sway, based upon recent developments, a 1st grade might logically be assigned, based upon residential desirability over the next 10 or 15 years. However, the area as a whole gives no such optimistic indication and, based upon present definite prospects, it is thought that all that is justified is a grade of “high yellow” with the suggestion that a future survey will break the area down into several grades.",Altadena,3rd +,C-25,4-6-39
7843,Los Angeles County,,Slowly,N/A,N/A,Business and professional men and retired poeple. Income $1500-5000 and up,0,-,0,Possible increase of residential income structures and encroachment of business,70,20,"5, 6 and 7 rooms",8 to 10 rooms and up Mansion type,"Frame, stucco and masonry","Frame, stucco and masonry",20 years,30 years,Fair to good,Fair to good,98%,98%,80%,90%,3000-4500,4000-5500,3250-4750,N/A,4250-5750,N/A,1939,3250-4750,N/A,4500-6000,N/A,Fair,Fair at bargain prices,Static ,Static to lower,20-40,35-45,25-50,N/A,40-50,N/A,1939,25-50,N/A,40-50,N/A,Good,Fair,Static,Static,25,5 and 6 rooms $4500-7000,Moderately,8,Few,3,13,Few,Ample,8-1937,48.80 County $36.90 - City $11.90,"Terrain: Level with distinct grade down from north to south. No construction hazards. Land improved 90%. Deed restrictions as to character of improvements have generally expired but racial restrictions in many cases are still in force. Zoning is mixed: 5/8 single-family residential; 2/8 permits duplexes; and 1/8 commercial. Regardless of zoning, however, area is preponderantly single-family residential and pattern is definitely established. Conveniences are all readily available. This section was subdivided many years ago and was a very popular district 20 years ago and is still highly regarded. Many of the large old residences are still occupied by original owners, who are people of means. Construction is generally super standard and quality of maintenance is excellent. In fact, this is a chief characteristic of the area. Architectural designs are representative of many periods and consequently lack harmony and give the area a somewhat heterogeneous aspect. Population is generally substantial, although not altogether homogeneous in character. While the percent of land improvement is high this is somewhat on account of the high average size of homesites, which are usually well kept. In the structures which undoubtedly indicates the general future tendency of the area as a whole. While this district has been “definitely declining” for a number of years the process has been a very gradual one and present indications are that this trend will continue indefinitely. Therefore, the area is accorded a “medial yellow” grade.",No. Pasadena,3rd,C-27,4-6-39
7844,Los Angeles County,,-,-,Yes,"Laborers, Farm, Oil well and WPA workers. Income $700-1000",50,Mexicans & Italians,0,None apparent,90,,2 to 4 rooms,,Substandard to shack,,15 years,,Poor,,97%,,20%,,450-1100,,500-1200,,,,1939,500-1200,,,,Poor,,Static,,7.50-12.50,,10.00-15.00,,,,1939,10.00-15.00,,,,Poor,,Static,,None,-,-,0,0,3,0,Few,None,7-8,41.17,"Terrain: Level low lying. Some adobe soil causes slight construction hazard Land improved 35%. Conveniences are available but not readily so. Many streets unimproved. This is an old Mexican farm labor settlement, that in the course of time has developed a mixed population of poor white Americans and Italians. Improvements are nondescript in character, with little or no maintenance. The area presents a highly heterogeneous aspect. Similar dwellings and population are acattered sparsely throughout the district to the south and east. The Mexican The area is accorded a ""medial red"" grade.",Monterey Park Dist.,4th,D-55,4-28-39
7845,Los Angeles County,,Rapidly,N/A,N/A,"Business and professional men, skilled artisans, factory officials, white collar workers, etc. Income $1800-3600",Few,None sunversive (see below),0,None apparent,90,N/A,"4, 5, and 6 rooms",N/A,Frame and stucco,N/A,5 years,N/A,Good,N/A,98%,N/A,80%,N/A,Pattern not established,N/A,3000-5000,N/A,N/A,N/A,1939,3000-5000,N/A,N/A,N/A,Good,N/A,Static,N/A,Marginal,N/A,30-50,N/A,N/A,N/A,1939,30-50,N/A,N/A,N/A,Good,N/A,Static,N/A,40,5 rooms $4250-5000,Owner built,0,Many,3,0,Few,Ample,8-1939,40,"Terrain: Level with favorable grades. No construction hazards. Land improved: unhatched portion 35%; hatched part 5%. Deed restrictions cover unhatched portion and protect against racial hazards. Schools, churches, and trading centers conveniently available. Transportation is by bus and private conveyance. The section north of Whittier Blvd. is new and highly restricted. It is built up with attractive 5 and 6 rm bungalows. Between 9th St. and Whittier Blvd. the area is restricted and has been developed within past 10 years with 4 and 5 room bungalows. The hatched portion is unrestricted and but sparsely developed, but indications are that northern portion at least will develop in conformity with unhatched part of area. To the southwest and east of the lower part of the hatched area and possibly invading it somewhat are scattered shacks, hosing families of Mexican agricultural laborers. The following applies to the unhatched portion of area. Construction is standard high grade. Maintenance is of good character indicating pride of occupancy. Architectural designs are attractive and harmonious. Population and improvements are homogeneous. Montebello oil field, which lies about one mile to the north, is apparently not considered a detrimental influence. School facilities covering all grades are particularly good and are a constructive factor. The future of the hatched part of area is very nebulous and has not entered into the grading of the area. The area (unhatched portion) is accorded a “medial blue” grade.",Montebello - West,2nd,B-104,4-26-39
7846,Los Angeles County,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Indivual properties should be checked for this hazard.,Moderately,N/A,N/A,"Business men, white collar workers, laborers, oil well workers. Income $900-$1800",Few,None believed subversive,0,Possible threat of Mexican infiltration.,90,N/A,4 and 5 rooms,N/A,Frame and stucco,N/A,13 years,N/A,Fair,N/A,98%,N/A,35%,N/A,1750-2750,N/A,2000-3000,N/A,N/A,N/A,1939,2000-3000,N/A,N/A,N/A,Fair,N/A,Static,N/A,17.50-25.00,N/A,20.00-27.50,N/A,N/A,N/A,1939,20.00-27.50,N/A,N/A,N/A,Good,N/A,Static,N/A,5,5 rooms $4000,Owner built,0,Many,3,0,None,Ample,7-1938,40,"Terrain: Level with favorable grades. No construction hazards. Land improved 60%. Zoning permits multi-family structures; however, predominantly single family. Conveniences are all readily available. No local transportation. Schools are of especially good quality. Many streets not developed. This is the oldest part of Montebello, and has never been a high grade district. Construction runs from standard to substandard. Maintenance is spotted but generally fair. Both population and improvements are inclined to be heterogeneous. In that part of area north of Whittier Blvd. are a number of medium grade small apartment houses and multi-family dwellings. While the area is declining and has no appeal, there will be but little change in desirability in the next 10 years. It is accorded a “medial yellow” grade.",Montebello,3rd,C-130,4/26/39
7847,Los Angeles County,,Rapidly,N/A,N/A,"White collar workers, skilled artisans, etc. Income $1200-2400 and up",Few,None believed subversive,0,None apparent,90,N/A,5 room bungalows,N/A,Frame and stucco,N/A,3 years,N/A,Good,N/A,98%,N/A,75%,N/A,Pattern not made,N/A,3500-4000,N/A,N/A,N/A,1939,3750-4500,N/A,N/A,N/A,Good,N/A,Static,N/A,None available,N/A,30-35,N/A,N/A,N/A,1939,30-35,N/A,N/A,N/A,Good,N/A,Static,N/A,45,5 room $4000,Readily,0,Few,3,0,0,Ample,8-1939,40,"Terrain: Low lying level. Adobe soil and swampy spots create slight construction hazards. Land improved 40%. Deed restrictions covering cost and time of improvements and protecting against racial hazards, are apparently enforced. Conveniences are all readily available, including interurban bus service. There is no local transportation. Schools are especially good. Many streets are not improved. This is a workingmen’s district evidently developed to meet demand of white collar clericals and minor executives connected with the Montebello oil fields located about a mile to the north. This has been fairly active area for past 3 years, some 150 new homes having been built. Construction is of standard quality, but architectural designs lack something in appeal. The area is too new to properly judge character of population and maintenance. Proximity to oil fields is a favorable factor rather than detrimental influence. A dairy located to the east of area is unfavorable factor. The area is still in development stage and while indications are that it will be a good workingman’s district, it is thought wise to assign a provisional “low blue” grade.",Montbello,2nd -,B-102,4-26-39
7848,Lost Angeles County,,,,Yes,"Laborers, farm and WPA workers. Income $700-$1000",100,Mexicans,0,"Many Americans born - impossible to differentiate of goats, rabbits and dark skinned babies indicated.",100,,2 to 5 rooms,,Shacks and hovels,,50 or more years,,Terrible,,98%,,50% (formerly homesteads),,Up to $1000,,Up to $1000,,,,1939,Up to $1000,,,,Poor,,Static,,Up to $10,,Up to $10,,,,Up to $10,,,,,Good,,Static,,None,-,-,0,0,3,0,0,None,7-8,47.58,"Terrain: Low Lying level. Some adobe soil. Land improved 90%. Many dwellings have small acreage adjoinging. Deed restrictions and zoning are lacking. Conveniences are all readily available, including bus line on Whittier Blvd. This is an extremely old Mexican shack district, which has been ""as is"" for many generations. Like the ""Army mule"" it has no pride of ancestry nor hope of posterity. It is a typical semi tropical countryside ""slum"". The area is generously accorded a ""low red"" grade.",San Gabirel Wash & Whittier Way,4th-,D-57,4-26-39
7849,Los Angeles County,,Slowly,N/A,N/A,"Local professional and business men, white collar, oil well and WPA workers. Income $700-$1800",Few,None subversive lcoated,0,None apparent,90,N/A,4 and 5 rooms,N/A,Frame and stucco,N/A,15 years,N/A,Poor to good,N/A,98%,N/A,60%,N/A,1500-2500,N/A,1800-2750,N/A,N/A,N/A,1939,1800-2750,N/A,N/A,N/A,Poor,N/A,Static,N/A,15.00-22.50,N/A,17.50-25.00,N/A,N/A,N/A,1939,17.50-25.00,N/A,N/A,N/A,Fair,N/A,Static,N/A,10,4 rooms $2250-$2500,Moderately,0,0,3,1,0,Limited and selective,7-1938,55,"Terrain: Level. No construction hazards. Slight danger of floods. Land improved 50%. Many large homesites. There are no deed restrictions and only county zoning. Conveniences are reasonably available. Many streets are not improved. This area covers the unincorporated town of Pico, a little settlement on the State Highway 101. The town is over 25 years old and there is no apparent economic reason for its existence. It is therefore considered a suburb of Whittier, which is its nearest commercial center. There are a few small business houses located on the highway. Construction runs from cheap substandard to standard. Maintenance is spotted with a wide range in quality. Population is fairly homogeneous. Improvements are heterogeneous in aspect. The new construction is largely in the northwest part of area. Indications are that there will be little change in desirability during the next 10 years. The area is accorded a “low yellow” grade.",Pico,3rd -,C-131,4/26/39
7850,Los Angeles County,,Rapidly,N/A,N/A,"Local business men, oil workers, artisans, orchardists and white collar workers. Income $1200-$2000",Few,None subversive,0,None apparent,85,15,4 and 5 room cottages,Old 2-story dwellings,Frame and stucco,N/A,3 years,N/A,Good,N/A,98%,N/A,80%,N/A,Pattern not established,N/A,2500-4000,N/A,N/A,N/A,1939,2500-4000,N/A,N/A,N/A,Good,N/A,Static,N/A,--,N/A,20-30,N/A,N/A,N/A,1939,20-30,N/A,N/A,N/A,Fair,N/A,Static,N/A,55,5 rooms $2500-$4000,Moderately,0,Few,3,1,Few,Ample FHA,7-1938,47.58,"Terrain: Low lying level. Slight flood threat. Adobe soil creates minor construction hazards. Land improved 75%. Zoning and deed restrictions (if any exist) are inadequate. Conveniences are all readily available. This is an old suburban district of Whittier, which has recently taken on new life under stimulus of speculative building and FHA Title I Class 3 financing, with some FHA Title II dwellings in the old section south of Whittier Blvd. The speculatively built FHA Title I dwellings north of Whittier Blvd. appear to be of substandard construction, have a crowded aspect and are not architecturally attractive. Adjacence to the blighted area to the west indicates a misplaced development. The district to the south of Whittier Blvd. is thought to be more stable, have been constructed during the past several years. The area will probably have to be divided at some future time but, at present, it is felt that a grade of “high yellow” can be accorded.",Whittier Suburb,3rd +,C-132,4/26/39
7851,Los Angeles County,,Rapidly,N/A,N/A,"Business and professional men, white collar clericals, skilled artisans, etc. Income $1800-3000",Few,None subversive,0,None apparent,80,N/A,5 and 6 rooms,7 rooms 10%,Frame and stucco,"Apts. and multi-fam 3%, 8 rooms and over 7%",5 years,N/A,Good,N/A,98%,N/A,85%,N/A,3750-5000,N/A,4000-5500,N/A,N/A,N/A,1939,4000-5500,N/A,N/A,N/A,Fair to good,N/A,Static,N/A,30-45,N/A,35-50,N/A,N/A,N/A,1939,35-50,N/A,N/A,N/A,Good,N/A,Static,N/A,75,5-7 rooms $4500-7500,Moderately,0,Few,3,0,0,Ample,7-1938,47.58,"Terrain: Low lying level. Heavy adobe soil results in some construction hazards. Land improved 65%. Deed restrictions, while lacking in some respects, govern improvements and provide protection against subversive racial elements. Conveniences are all readily available. Some streets in western part not yet improved. That part of area is a very recent development, having only 15 dwellings completed with 35 more in process of construction. There is quite a little activity in the eastern section also. New improvements are quite generally financed by GHA Title II insured loans and construction is of good to extra standard quality. Maintenance and architectural designs are of excellent quality and population is homogeneous. There are four small apartment houses in the older section which are designed to conform to single-family improvements. Land values range from $20 per front foot upward, which is considered somewhat high for the location. Desirability is on the upgrade and 7 room stuccos with 2 baths are selling for as high as $7500. The area hardly warrants a first grade but is given a “high blue” designation.",Whittier Suburb,2nd +,B-106,4-26-39
7852,Los Angeles County,,Slowly,N/A,N/A,"Business and professional men, white collar workers, artisans, laborers, etc. Income $1200-$2400",Few,None subversive,0,None apparent,80,20,5 and 6 rooms,Large old 15%,Frame and stucco,Multi-family 5%,25 years,N/A,Fair to good,N/A,98%,N/A,70%,N/A,2500-3500,N/A,2500-3500,N/A,N/A,N/A,1939,2500-3500,N/A,N/A,N/A,Fair,N/A,Static,N/A,20-35,N/A,20-40,N/A,N/A,N/A,1939,20-40,N/A,N/A,N/A,Good,N/A,Static,N/A,25,5 and 6 rooms $4000-$6000,Moderately,2,Few,3,1,Few,Ample (FHA),7-1938,52.30 County $37.30 - City $15.00,"Terrain: Level to rolling with slope from northeast to southwest. Heavy adobe soil causes slight construction hazard. Land improved 85%. Deed restrictions have quite generally expired. Zoning is mixed, but is quite generally multi-family. Area, however, is 95% single-family development. Conveniences are all readily available. Public improvements are of good quality. This is an old residential district and, while heterogeneous in its improvements, is still highly regarded. The eastern section is older, most of the new dwellings being in the western part. Construction of both old and new improvements is of standard quality, and maintenance is generally of acceptable character, although somewhat spotted. Population is homogeneous. A number of the large old residences have been converted into student boarding houses. Broad shaded streets add charm to the area. This area has been declining for a number of years but, owing to its stability, it will be many years before it becomes blighted. It is, therefore, accorded a “medial yellow” grade.",Whittier,3rd,C-133,4/26/39
